Series Name,Series Code,Country Name,Country Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Belarus,BLR,2.43465600372626,6.48031997656593,2.22818019245943,2.97388136295762,2.36256024522518,2.92676157012568,2.61275643208459,2.33219360612021,2.3762653793329
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Belgium,BEL,26.0596407490289,31.03668843113,2.36956900950956,-5.65561784857252,-2.82643623555084,-4.23261410354123,12.1319420227113,-7.44423790176632,-7.66649538713467
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Belize,BLZ,5.52499725518723,5.21871460505905,10.1708080438062,4.53807555984032,6.59871532065521,2.6957535805453,1.46118252802431,1.40456318675313,5.32177682131067
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Benin,BEN,0.561144748003047,1.50844050449931,2.52705777534964,2.87863747034178,3.05420993262565,1.31501182120876,1.11488131010687,1.58170495079138,1.36073573349143
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Bermuda,BMU,3.3568408029942,-4.08488216132165,0.746514450097399,0.849151218045338,-0.0534057831746824,-2.15032691390736,-1.06108315938513,-4.03383539732899,1.32046326053902
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Bhutan,BTN,4.40487201174485,1.57461513814784,1.23547336412094,1.05127659157314,1.12656942714568,0.294858179489038,0.504099187714892,-0.638806366776013,0.102559426923707
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Bolivia,BOL,3.16542867647895,3.58442251378885,3.91355014614083,5.70662211902913,1.9898248565868,1.68072787965335,0.988080149283549,1.89949328113362,0.750524780940684
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Bosnia and Herzegovina,BIH,2.5840244914247,2.52952738058176,2.27539881306156,1.72337938246778,2.93590262269064,2.33529302949791,1.82975697484525,2.77975919041996,2.93781358415463
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Botswana,BWA,1.72806134798711,1.94040749024403,1.05040106491218,0.470417841005353,3.33019730942426,2.79773267452093,0.944944816734731,1.61796092921323,1.67893386448585
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Brazil,BRA,3.73001288331747,3.91518011396487,3.75496285610022,3.04150901601519,3.57135266957477,3.59214931773371,4.13737803912088,3.33825981744108,4.07858821449124
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Brunei Darussalam,BRN,3.507100790194,3.73105568296496,4.54055753829629,4.28670084789328,3.35660901431162,1.3247117972472,-1.32059047200933,3.85818821533147,3.80486552547671
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Bulgaria,BGR,3.63054818996133,3.64377871047417,3.2937399637389,3.56126116234701,1.91330024420873,4.37178262709924,2.75817770359404,3.3844183495399,2.73024593526346
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Burkina Faso,BFA,0.384492219825665,1.19074493368625,2.62145990530181,3.64766773141753,2.56255154786841,1.95992715697747,3.04380349897539,0.0182370342122821,1.68919942943091
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Burundi,BDI,0.0384119130803943,0.150056711459471,0.025925039024225,4.76125064193514,3.39007578489352,0.237127554757104,0.00209706466052342,8.11450183902605,0.249834167507515
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Cabo Verde,CPV,6.36802137795557,4.99538224029448,6.6912979999405,4.40125011545419,8.84407322092194,5.49024513305668,6.82845115376404,5.59469672173513,4.69595735516195
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Cambodia,KHM,10.1698071899391,9.59845134883883,11.1524912445112,10.4430587644193,8.4090202030066,7.54029662001988,9.32318507305768,9.49760203098747,9.69240300027115
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Cameroon,CMR,1.94952386693621,2.13270391251933,1.7488404761216,1.62296806273401,1.99484327731063,2.15564021048479,1.96334943457327,2.25620975874553,1.91485781286221
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Canada,CAN,1.83725638740881,2.13783310760835,2.70016900895675,3.62980398357006,3.55390337011002,3.85389453706153,2.23835012140903,1.53752071953934,2.46931207254863
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Cayman Islands,CYM,504.372481374278,743.700703126213,500.805921310871,792.319801831675,1009.03105141977,1709.8272317393,54.6762793218219,48.5158818428982,3.13994477140781
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Central African Republic,CAF,2.8712892233531,1.5138934301082,2.79010478789883,0.109532467338194,0.18339589636816,0.176904971713319,0.397590019652539,0.332412482969051,0.810612744001372
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Chad,TCD,2.93397976887038,2.31591231745591,4.68808954168943,4.01589801829454,-4.84583028615102,5.1107029489705,2.42312831220093,3.63367309483069,4.10075295759299
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Chile,CHL,6.84144686822969,10.4897738062099,11.9097449984476,7.61396398988729,9.83500371391784,7.32780348720507,4.55707488144666,1.89647029832423,2.68461345207245
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,China,CHN,4.00354456866117,3.70880651655626,2.82710533551379,3.03985486260271,2.55924761041391,2.19217773086009,1.55563699883085,1.34912369633213,1.69389428446517
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Colombia,COL,2.24433595561185,4.37269536127325,4.05728041313345,4.24252457969381,4.24107256687865,3.95939854860996,4.90164572903473,4.39318232765433,3.38083573220192
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Comoros,COM,0.919669859882711,2.25967654324554,1.0213381840006,0.379103082802071,0.407499039358216,0.511029838634196,0.352458395658836,0.363776536091143,0.47715009243252
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,"Congo, Dem. Rep.",COD,12.71601350262,6.17662459315183,9.86686887943546,5.19461161122845,4.17602952858263,3.07434208974213,2.51078403634832,2.75644331422703,2.95904257934813
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,"Congo, Rep.",COG,11.5772952217296,1.90783479461617,-0.391399397519283,10.4621010083708,16.1339951694307,34.4182561027248,0.46296936341342,37.3227748739474,29.2086100198947
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Costa Rica,CRI,5.06371170213526,6.39172539644787,5.70866124854743,6.29127735209417,6.23293662208769,5.23639457671538,4.45296211770326,4.83327522078443,4.829438721344
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Cote d'Ivoire,CIV,1.02606239201511,0.822954277239137,0.909737108884907,0.953203642314205,0.899528920528969,1.07914154751207,1.19375800859004,1.85673486381974,1.05998699614336
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Croatia,HRV,2.61954028140033,1.9855409036994,2.54569948440014,1.59377624608893,5.34746591045471,0.95805116174867,2.99014228580785,3.23999605818927,2.66911435553493
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Cuba,CUB,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Curacao,CUW,..,2.40614386821884,2.31350888968206,-0.0497229529143155,2.26501703647428,4.78739208551233,4.39991508248854,5.69261132752304,4.16644115185917
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Cyprus,CYP,125.272737889578,151.736942516511,289.858110901793,108.090316098148,233.165753265091,137.220682764776,15.8272269765313,184.054282581805,307.086731038446
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Czechia,CZE,4.81502985527423,1.80994155301699,4.48424380759869,3.45386726376292,3.83510153423089,0.898913491904098,5.47566421423918,5.07066240955503,3.30353998283407
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Denmark,DNK,-3.56794135328118,3.93792637361734,-5.00312031968255,0.197410828523168,1.86415567840611,0.61075067778712,2.49983169836595,1.08780490285887,2.46670057625106
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Djibouti,DJI,3.23415329697175,6.37538483893526,8.12615091720048,14.0004926959276,6.90837061258158,5.93271216592948,6.1420623506391,5.97013597143086,5.83497309667245
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Dominica,DMA,11.5680073563868,10.0730333158039,11.5884340103449,7.76261828557448,2.37244944124224,1.32418828718005,7.33473669765782,4.34802553442194,14.1109143908535
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Dominican Republic,DOM,3.37949066400807,3.7868491701657,5.62922471105454,2.55240090146222,3.55061264323925,3.12977646262852,3.32357400838347,4.49748483387599,3.20786334506486
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Ecuador,ECU,0.243419054034351,0.817966548837348,0.646739602691481,0.752903273859877,0.751953401658059,1.36067004574538,0.782343254984535,0.603839947157529,1.29233827466646
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,"Egypt, Arab Rep.",EGY,2.91601657550141,-0.204542848807527,1.00234071774049,1.45343420769727,1.50925042253521,2.10258128401326,2.43856278142762,2.98301550917695,3.10040077579187
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,El Salvador,SLV,-0.613406192808094,0.603930846788838,2.01123945886672,1.11490857279595,2.2408951362935,2.10997804482034,1.98198031581358,2.01688451540263,1.58620478716365
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Equatorial Guinea,GNQ,16.7581567258275,9.24740468952516,4.4007560526439,2.65594378481707,0.771291915530887,9.00761663149669,15.6154447046738,3.1541343035206,-1.10304372116447
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Eritrea,ERI,5.72501513985957,1.8886183675912,..,..,..,..,..,..,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Estonia,EST,13.2770330129027,4.80240449251592,7.6916567949516,4.31393930629537,6.58511618123406,-3.06910519292015,3.7692325610639,6.31892721219604,4.08015832167199
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Eswatini,SWZ,3.05626477337983,2.0476871336774,0.541895494609965,1.85115415325454,0.606572389548649,0.812188702535935,0.72457277555219,-1.29908945994986,0.668118847458175
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Ethiopia,ETH,0.963030625359937,1.96735663905254,0.643172898229037,2.82040845857162,3.33569111068817,4.06648896536453,5.57620321707488,4.91270147677603,3.98771971634175
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Fiji,FJI,5.67141021084988,5.74582849158735,6.9816643965711,5.81824859099491,7.77972451685243,4.38599231548017,7.94325934827292,7.24021289597938,8.40038118549297
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Finland,FIN,4.89959763196754,-2.18405747554129,1.91512248449208,-1.83489440736896,6.41537482088507,7.5380054292281,2.18951964860612,6.66136555422276,-3.84456657280518
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,France,FRA,1.46961673029144,1.54005293306163,1.22790071519382,1.18823404938295,0.176974174772525,1.76596182973896,1.44200321416196,1.68928072199317,2.78594184568695
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,French Polynesia,PYF,1.05647287708659,2.15733093027309,2.58568836654249,1.64472839380472,1.00664512234416,0.488319553216919,1.11959443206211,1.54351459172254,0.0967844740802214
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Gabon,GAB,3.64540417621404,6.16978545780463,3.94472371225415,1.84153865698512,6.93864724297156,0.289976985604188,8.86815381799839,8.80157025688894,8.17598940777917
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,"Gambia, The",GMB,2.40659689644853,2.55921826982754,2.91048196914862,4.96800325180048,1.87188357650441,5.22255647330922,4.70370236790454,4.27524164277035,4.89653501762191
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Georgia,GEO,7.41065931415781,7.56100540937968,5.73087327277528,5.97432640298838,10.2241873429056,11.3986492046024,10.746989399988,11.7183676491747,7.28401976586955
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Germany,DEU,2.48078642393235,2.55005949502613,1.8189263536368,1.76465787052263,0.437659919660916,1.82321441511708,1.64319555960592,2.89088052868023,4.00421026360441
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Ghana,GHA,7.84948455261709,8.2558797134245,7.98251565917851,5.13652057795327,6.13944071965129,6.46140120864513,6.20553326144238,5.38852778041725,4.44143121279629
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Greece,GRC,0.179789223267027,0.385622565634744,0.695897838082299,1.24506178790059,1.15314480305525,0.652184629866422,1.3975055397238,1.7162955046024,1.88723349665644
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Grenada,GRD,7.21829642572972,11.0347999232425,6.22764121735725,15.4729269608087,9.18674323761499,15.4731884681937,10.3063305270724,13.6164508332703,15.9441349586328
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Guam,GUM,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Guatemala,GTM,2.71030706792051,1.87038244023626,2.82256297187213,2.87216145071537,2.4330214271829,1.93508800636056,1.28045871307284,1.39328983248607,1.25790048523713
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Guinea,GIN,..,14.0905035719922,7.92820721970247,0.00226821971801587,-0.840221306496811,0.6057679818937,18.8280094343567,5.59427174638354,2.97511256265365
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Guinea-Bissau,GNB,2.79117647230681,2.16270009395862,0.631297914892102,1.76984840814073,2.54152912247103,1.61191900956541,1.92748272635559,1.06744396733032,1.32316927565873
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Guyana,GUY,5.76769722571896,6.68583866568761,6.8398706440639,4.81209139842568,5.75992305097648,3.21740985101614,1.29386384235538,4.46995182690347,25.7279321835024
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Haiti,HTI,1.50093014768549,0.91476918408797,1.13794476642421,1.0865204500402,0.653599798370867,0.711667596569424,0.745596209929376,2.48360915333592,0.640093066153268
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Honduras,HND,3.83460574737835,5.88681418228479,5.83610988955547,5.77862113948421,8.62899693066623,6.27594328427603,5.28156973350556,4.10592046689605,5.9938612069111
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,"Hong Kong SAR, China",HKG,36.174608362048,38.684029536737,28.5144344855168,27.8775202185389,44.550695708813,58.5183725103253,41.5318364506118,36.8375516616862,26.8255240590301
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Hungary,HUN,-15.8521934475209,7.44237086114774,8.28331795876545,-2.74908851237622,9.13264031619237,-4.36969676192795,54.0032415239678,-8.64479864186923,-40.2628801605692
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Iceland,ISL,1.86880354711353,7.27227438749282,6.94277709651988,2.93088850938654,4.29141502345504,6.54080992846603,-5.12806396736361,-28.3072317012805,-2.37128033729888
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,India,IND,1.6350340943491,2.0020634629993,1.31293453035324,1.5162764665975,1.69565958990807,2.09211521443253,1.9373641224439,1.50731583255894,1.55821483801456
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Indonesia,IDN,2.02517914576708,2.30298429390257,2.30978031844954,2.55135633401058,2.81997260419232,2.29761639372032,0.48737247137071,2.01948919810922,1.81428979355558
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,"Iran, Islamic Rep.",IRN,0.749168626269064,0.679834574763516,0.723850091355471,0.609501593960532,0.45545387401938,0.500987695412685,0.734572212152823,1.02602633275785,0.59491541906349
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Iraq,IRQ,1.00796493975113,1.12086339764167,1.55961531280073,-0.995279210263068,-4.45521124532956,-4.54159235443502,-3.75180911604806,-2.68799428357231,-2.14854834807913
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Ireland,IRL,17.004910057797,9.82000962466785,25.559985134526,29.8149884164329,39.3211822791795,74.7451651859543,26.0995626363161,20.4067173013161,20.3765793364025
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Israel,ISR,2.92353745586075,3.23590128394149,3.42970166688146,3.97877736533339,1.92584755530832,3.74474780963478,3.73505723814348,4.72878459910617,5.73491198243006
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Italy,ITA,0.462974196548407,1.49396922230512,0.00166359418160288,0.907076904789882,0.783743281747353,0.720886367724088,1.35957350873308,0.44334154868577,2.10769610409513
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Jamaica,JAM,1.4052035043033,1.19599317121359,2.79145695894721,3.81898294324016,4.18835615982906,6.51900749449878,6.59210302967631,6.00199958467465,4.92423116374654
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Japan,JPN,0.12920448958805,-0.0136482744839263,0.00872020150189613,0.204293384186424,0.403354543401037,0.118161987748241,0.818481615264516,0.381319638034274,0.501685482403774
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Jordan,JOR,6.22247566973912,5.03335872688493,4.89480688682321,5.64977168714591,5.91204890205889,4.1472022917494,3.89285142868971,4.87814133167977,2.20177686575576
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Kazakhstan,KAZ,5.03630628288047,7.14351039762784,6.56164821145973,4.23069709209016,3.3006311188168,3.56737402233377,12.5466202801439,2.85205738000704,0.196995426846668
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Kenya,KEN,0.392164287395035,3.09471103381268,2.44725940988928,1.81417037253293,1.20220842439577,0.883799936312692,0.627591266355583,1.64083690398643,0.832686217791619
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Kiribati,KIR,-3.99040952102824,-0.177954479501332,-1.15262119052184,0.415473370855301,1.31418455279006,-0.427973965613021,0.875179383176674,0.352123254389004,-0.490061096299072
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,"Korea, Rep.",KOR,0.830430228021659,0.779787886802945,0.743001113839527,0.93143827823753,0.624700011881538,0.279944815832785,0.80712561488255,1.10364025144874,0.706084799750036
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Kosovo,XKX,9.17015887398439,8.44148689449377,4.7552615607391,5.51557702357754,2.82551916539146,5.4536035105824,3.64804605378299,3.99449395658815,4.04306011456759
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Kuwait,KWT,1.13036671482682,2.11573864980373,1.65046109786217,0.823130244152383,0.298681408758089,0.248414926070954,0.266918369136558,0.0936402095122605,-0.0154187787947738
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Kyrgyz Republic,KGZ,9.86092233978431,11.0646449339785,3.95036874399421,8.34375023535304,4.59301012553734,17.1312307587207,9.08868385870298,-1.39184288798722,1.74369178553725
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Lao PDR,LAO,3.90935018167503,3.43702755895922,6.06067602678934,5.68624628337024,6.53385086120159,7.47075777292731,5.87774436155716,9.91778683507173,7.4856486219066
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Latvia,LVA,2.0239348136408,5.71773309105873,3.98573894005036,3.39352198804719,3.45179531513635,3.08543258338884,1.23693505180815,4.04880019492546,1.32076900628522
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Lebanon,LBN,11.1327936305686,7.85693989450406,7.06847166156729,5.67636791033718,5.95175528625723,4.32469174487594,5.02174040562454,4.756779140202,4.84140308956364
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Lesotho,LSO,0.425490583298807,2.3716015763829,2.28650169667391,2.13033827559342,3.86963158626919,4.79809498524625,3.74733057423782,1.82806703586765,1.59898739288565
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Liberia,LBR,103.337387099033,86.9894467611897,82.7471577822006,62.9068538615833,15.558740639735,7.21023781604438,9.17190332597172,7.30948578439654,3.77268493884788
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Libya,LBY,2.36664960687642,..,1.53985903839829,0.931638601844643,..,..,..,..,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Liechtenstein,LIE,587.838615656588,460.213518331784,540.366945866089,18.068983064869,140.293444143294,1282.60722939224,972.693538598386,602.374526148965,-1303.10826691135
